accession,domain_number,subaccession,domain_begin,domain_end
PF13405,EF-hand_6,A9FD96,187,216
PF13405,EF-hand_6,A0BXL7,114,145
PF13405,EF-hand_6,Q4DGX2,326,357
PF13405,EF-hand_6,Q4UF53,443,471
PF13405,EF-hand_6,Q7RGT1,1340,1369
PF13405,EF-hand_6,Q240R2,29,58
PF13405,EF-hand_6,EFCB7,106,135
PF13405,EF-hand_6,C5Z5N8,134,163
PF13405,EF-hand_6,C1EBS6,387,416
PF13405,EF-hand_6,B4GVA6,217,247
PF13405,EF-hand_6,Q0IEY6,240,270
PF13405,EF-hand_6,Q23CU0,69,99
PF13405,EF-hand_6,A9UXC0,17,46
PF13405,EF-hand_6,Q6DFZ8,606,635
PF13405,EF-hand_6,A4I027,173,200
PF13405,EF-hand_6,A7S7W7,583,612
PF13405,EF-hand_6,B3RJS5,588,617
PF13405,EF-hand_6,A7RI54,73,102
PF13405,EF-hand_6,A7RJ83,585,614
PF13405,EF-hand_6,Q66HU4,630,659
PF13405,EF-hand_6,B3DFQ1,118,147
PF13405,EF-hand_6,CPNS2,153,182
PF06871,TraH_2,O68015,1,206
PF06871,TraH_2,Q1QF76,1,203
PF15790,EP400_N,H2MFQ6,1,496
PF15790,EP400_N,M3ZIC4,1,497
PF15790,EP400_N,EP400,1,505
PF15790,EP400_N,W5MG57,1,491
PF04032,Rpr2,M4BC52,32,145
PF04032,Rpr2,D0NAB7,15,126
PF04032,Rpr2,H3GEL8,29,140
PF04032,Rpr2,B6K0J1,3,97
PF04032,Rpr2,YCGJ,6,100
PF04032,Rpr2,S9WYW6,7,101
PF04032,Rpr2,L0PHD4,15,111
PF04032,Rpr2,M7NV46,14,104
PF04032,Rpr2,F7VNZ7,12,122
PF04032,Rpr2,B2B0W3,72,178
PF04032,Rpr2,G0RY31,132,236
PF04032,Rpr2,G2RI30,9,109
PF04032,Rpr2,A0A0C4EBP3,10,124
PF04032,Rpr2,G4ML72,10,118
PF04032,Rpr2,G2WWP6,4,104
PF04032,Rpr2,E9DS10,156,257
PF04032,Rpr2,M1W9N0,9,112
PF04032,Rpr2,C7YWF4,156,257
PF04032,Rpr2,I1S540,9,110
PF04032,Rpr2,N1RD72,9,112
PF04032,Rpr2,J5JN33,9,106
PF04032,Rpr2,G9NAS3,10,107
PF04032,Rpr2,G0RL11,14,121
PF04032,Rpr2,E3QWG9,9,112
PF04032,Rpr2,A7EA75,9,104
PF04032,Rpr2,G2YSD2,9,105
PF04032,Rpr2,K1W5P4,9,103
PF04032,Rpr2,N1J9A3,9,109
PF04032,Rpr2,S3DGH2,9,100
PF04032,Rpr2,C5FK60,8,110
PF04032,Rpr2,F2T0D4,8,114
PF04032,Rpr2,E5R2P3,8,114
PF04032,Rpr2,C1H330,9,107
PF04032,Rpr2,B8N864,9,96
PF04032,Rpr2,V5GDM9,9,108
PF04032,Rpr2,C4JQ93,9,103
PF04032,Rpr2,E9CYV0,7,101
PF04032,Rpr2,E3S766,10,110
PF04032,Rpr2,E4ZM95,9,110
PF04032,Rpr2,R0JLT6,10,110
PF04032,Rpr2,M2S2L7,10,110
PF04032,Rpr2,N1PFC5,6,95
PF04032,Rpr2,M2MJP4,9,97
PF04032,Rpr2,H6BRV3,8,100
PF04032,Rpr2,R7YH46,9,109
PF04032,Rpr2,K2S376,14,112
PF04032,Rpr2,Q6CXM2,18,103
PF04032,Rpr2,C5DH82,19,102
PF04032,Rpr2,Q758J0,32,117
PF04032,Rpr2,I6NE32,17,101
PF04032,Rpr2,H2AYR5,19,105
PF04032,Rpr2,G0V7B7,19,105
PF04032,Rpr2,G0WEQ6,17,110
PF04032,Rpr2,G8ZMG8,17,103
PF04032,Rpr2,I2H4T6,16,100
PF04032,Rpr2,Q6FJ62,17,100
PF04032,Rpr2,RMRP,17,110
PF04032,Rpr2,K0KTP5,12,107
PF04032,Rpr2,W1QLB8,8,89
PF04032,Rpr2,C5MHC0,41,124
PF04032,Rpr2,M3JU64,14,98
PF04032,Rpr2,A5E2E5,137,258
PF04032,Rpr2,G3ANU3,13,98
PF04032,Rpr2,Q6BPA2,10,96
PF04032,Rpr2,A3LZ72,15,118
PF04032,Rpr2,B9GWI5,41,135
PF04032,Rpr2,B9SUR0,46,139
PF04032,Rpr2,Q84VV1,25,124
PF04032,Rpr2,M4E9Q4,23,123
PF04032,Rpr2,K7N1C5,41,131
PF04032,Rpr2,W1NHA3,35,127
PF04032,Rpr2,A0A0P0V3N7,42,133
PF04032,Rpr2,A7SDD4,11,130
PF04032,Rpr2,A0A015KA24,9,149
PF04032,Rpr2,A2F5K0,8,91
PF04032,Rpr2,Q5CX47,49,156
PF04032,Rpr2,B6ADF0,48,157
PF04032,Rpr2,D3B2W0,191,295
PF04032,Rpr2,D7FLR2,44,153
PF04032,Rpr2,I1CSC0,10,100
PF04032,Rpr2,S2J4Q3,24,115
PF04032,Rpr2,F4QEX6,209,314
PF04032,Rpr2,F1A1Q5,34,165
PF04032,Rpr2,Q54IA5,69,187
PF04032,Rpr2,K0IE23,14,92
PF04032,Rpr2,A0RYG0,12,90
PF04032,Rpr2,B1L6J1,15,94
PF04032,Rpr2,RNP4,21,100
PF04032,Rpr2,Q18HC9,7,84
PF04032,Rpr2,E4NP98,7,84
PF04032,Rpr2,D4GWR8,7,84
PF04032,Rpr2,D5E806,19,95
PF04032,Rpr2,F7XQM5,19,95
PF04032,Rpr2,RNP4,17,93
PF04032,Rpr2,RNP4,17,93
PF04032,Rpr2,RNP4,17,93
PF04032,Rpr2,L0HGC9,17,93
PF04032,Rpr2,RNP4,20,96
PF04032,Rpr2,R9SI21,17,93
PF04032,Rpr2,RNP4,17,93
PF04032,Rpr2,E3GXE4,14,90
PF04032,Rpr2,B5IAC7,15,92
PF04032,Rpr2,RNP4,21,100
PF04032,Rpr2,RNP4,17,96
PF04032,Rpr2,D7EB80,19,96
PF04032,Rpr2,RNP4,16,96
PF04032,Rpr2,D7DTZ0,18,97
PF04032,Rpr2,RNP4,18,98
PF04032,Rpr2,A1RXN6,15,95
PF04032,Rpr2,E0SQF3,16,97
PF04032,Rpr2,A4YER9,9,86
PF04032,Rpr2,RNP4,13,90
PF04032,Rpr2,RNP4,10,87
PF04032,Rpr2,RNP4,19,100
PF04032,Rpr2,D5U249,16,97
PF04032,Rpr2,I3TDG1,12,93
PF04032,Rpr2,G0EE47,17,98
PF04032,Rpr2,RNP4,19,100
PF04032,Rpr2,D9Q2Q3,4,85
PF04032,Rpr2,L0ABB8,22,103
PF04032,Rpr2,Q8SUA3,8,86
PF04032,Rpr2,G1XRY0,26,112
PF04032,Rpr2,S8BM28,21,122
PF04032,Rpr2,F7VV04,20,125
PF04032,Rpr2,B2ATY2,19,124
PF04032,Rpr2,G2R3L1,18,142
PF04032,Rpr2,G2Q0L1,18,140
PF04032,Rpr2,G5EHJ7,20,144
PF04032,Rpr2,S3C6L0,20,138
PF04032,Rpr2,U7PWP3,20,135
PF04032,Rpr2,J3PK97,21,153
PF04032,Rpr2,A0A0C4DQU9,21,158
PF04032,Rpr2,J5JVC4,18,152
PF04032,Rpr2,N4TZD1,18,134
PF04032,Rpr2,A0A0D2XGU3,18,134
PF04032,Rpr2,I1RWJ3,18,135
PF04032,Rpr2,C7YMN8,18,135
PF04032,Rpr2,M1WAW5,18,146
PF04032,Rpr2,E9DT22,18,131
PF04032,Rpr2,G0RAM1,18,138
PF04032,Rpr2,G9P3S9,18,144
PF04032,Rpr2,G9MTU4,18,133
PF04032,Rpr2,T0LX42,17,131
PF04032,Rpr2,A0A4T0VRG5,17,135
PF04032,Rpr2,E3Q6S8,17,132
PF04032,Rpr2,G2WVZ3,20,132
PF04032,Rpr2,G2XVU7,21,143
PF04032,Rpr2,K1WBC9,27,144
PF04032,Rpr2,L8FY46,20,147
PF04032,Rpr2,N1JHE1,20,141
PF04032,Rpr2,R7YWQ6,21,156
PF04032,Rpr2,H6BYV2,22,146
PF04032,Rpr2,R1FVQ8,20,149
PF04032,Rpr2,K2RUB4,25,136
PF04032,Rpr2,E4ZN83,23,136
PF04032,Rpr2,M2TIK7,20,125
PF04032,Rpr2,B2W6H1,20,133
PF04032,Rpr2,R0J2A9,20,133
PF04032,Rpr2,N1PZS1,20,150
PF04032,Rpr2,F9XAR4,20,160
PF04032,Rpr2,N1QI71,21,142
PF04032,Rpr2,M2N733,18,148
PF04032,Rpr2,D4B036,23,150
PF04032,Rpr2,C5FKL0,23,149
PF04032,Rpr2,C6H634,21,178
PF04032,Rpr2,A0A179V432,32,180
PF04032,Rpr2,C1H166,21,185
PF04032,Rpr2,B6QH42,64,183
PF04032,Rpr2,V5HQR2,124,269
PF04032,Rpr2,A2R0B6,23,167
PF04032,Rpr2,S8AR37,20,158
PF04032,Rpr2,D5G7Q6,21,108
PF04032,Rpr2,B6HQ48,23,144
PF04032,Rpr2,K9GKP9,23,158
PF04032,Rpr2,J3K0Q8,21,159
PF04032,Rpr2,B6JV99,9,95
PF04032,Rpr2,S9X994,11,97
PF04032,Rpr2,RPR2,11,97
PF04032,Rpr2,Q6CEN4,60,143
PF04032,Rpr2,G3AZL2,21,108
PF04032,Rpr2,G8YCI6,22,109
PF04032,Rpr2,Q6BLF2,22,109
PF04032,Rpr2,C4YBJ7,17,102
PF04032,Rpr2,G8BFZ8,32,133
PF04032,Rpr2,Q5A6L0,27,115
PF04032,Rpr2,C5M2X7,22,110
PF04032,Rpr2,A5E119,28,120
PF04032,Rpr2,G3AHQ5,23,107
PF04032,Rpr2,W1QGL5,24,107
PF04032,Rpr2,Q6CVI5,70,161
PF04032,Rpr2,G8JN47,34,125
PF04032,Rpr2,Q75ER5,36,127
PF04032,Rpr2,J7S3D4,35,120
PF04032,Rpr2,I2H9Y9,14,109
PF04032,Rpr2,Q6FME4,21,100
PF04032,Rpr2,G8BXT2,25,106
PF04032,Rpr2,G0WEW4,34,127
PF04032,Rpr2,G0VGG5,37,129
PF04032,Rpr2,H2AWR7,34,128
PF04032,Rpr2,C5DJ54,33,122
PF04032,Rpr2,A0A7M7IS51,20,98
PF04032,Rpr2,E2BG91,12,91
PF04032,Rpr2,T1EJA4,13,98
PF04032,Rpr2,S2K0H0,21,137
PF04032,Rpr2,F4NUJ7,37,128
PF04032,Rpr2,E3KID2,26,165
PF04032,Rpr2,R9P0G8,139,232
PF04032,Rpr2,B4L3T0,19,148
PF04032,Rpr2,B3MYF1,18,138
PF04032,Rpr2,Q86B65,18,149
PF04032,Rpr2,W5J618,38,118
PF04032,Rpr2,B0XBJ5,49,129
PF04032,Rpr2,E0VUE9,27,159
PF04032,Rpr2,L0PEC4,21,119
PF04032,Rpr2,M7NVZ0,22,122
PF04032,Rpr2,E5S105,17,101
PF04032,Rpr2,F4RX32,25,159
PF04032,Rpr2,D8QBS2,39,180
PF04032,Rpr2,S8EK10,25,143
PF04032,Rpr2,E9H346,18,112
PF04032,Rpr2,K5WVZ7,23,139
PF04032,Rpr2,F8PW04,23,149
PF04032,Rpr2,L8WQ52,442,525
PF04032,Rpr2,V2WYT9,23,135
PF04032,Rpr2,A8N7N6,26,162
PF04032,Rpr2,U5H994,36,239
PF04032,Rpr2,K5WYA5,35,152
PF04032,Rpr2,B0D1D8,23,156
PF04032,Rpr2,M2QZK4,25,153
PF04032,Rpr2,B6ABF6,18,132
PF04032,Rpr2,Q5CXH8,24,116
PF04032,Rpr2,Q4N7A4,33,119
PF04032,Rpr2,Q4UIA9,33,125
PF04032,Rpr2,Q7RSU1,176,277
PF04032,Rpr2,A5K2W7,141,242
PF04032,Rpr2,Q8IE34,123,233
PF04032,Rpr2,D3BDA7,15,136
PF04032,Rpr2,I7M081,29,106
PF04032,Rpr2,Q54GC0,105,186
PF04032,Rpr2,B3SDM9,18,103
PF04032,Rpr2,A0A0D2VP14,60,167
PF04032,Rpr2,A9V6R5,21,101
PF04032,Rpr2,A0A7M7GHD8,13,95
PF04032,Rpr2,A0A3B5REY5,13,97
PF04032,Rpr2,G1KKV2,10,93
PF04032,Rpr2,G3RJW5,13,96
PF04032,Rpr2,H2ZWW6,13,97
PF04032,Rpr2,A7T4E5,13,95
PF04032,Rpr2,H2ZKL6,21,102
PF04032,Rpr2,H2XZ38,21,102
PF04032,Rpr2,F2UEN0,11,93
PF09230,DFF40,DFFB,103,324
PF09230,DFF40,G3W2P1,226,449
PF09230,DFF40,H9GDK6,98,319
PF09230,DFF40,H3BIK5,105,327
PF09230,DFF40,A7RES0,56,282
PF09230,DFF40,B7PNY7,45,277
PF09230,DFF40,A0A8R1X0S1,96,331
PF09230,DFF40,W5JGP2,113,410
PF09230,DFF40,B4M987,148,432
PF09230,DFF40,B4MWI4,149,435
PF09230,DFF40,W5MFN3,105,329
PF09230,DFF40,W5LKE6,107,334
PF09230,DFF40,G3NPN2,103,327
PF09230,DFF40,H3D014,100,323
PF09230,DFF40,I3JHL3,102,326
PF09230,DFF40,U3DK36,100,323
PF09230,DFF40,F6VS33,103,325
PF09230,DFF40,M3WFF9,409,632
PF09230,DFF40,A0A4W2E9R9,103,326
PF12590,Acyl-thio_N,F6HH54,1,128
PF12590,Acyl-thio_N,I1K1B5,1,123
PF12590,Acyl-thio_N,A9XUG5,1,126
PF12590,Acyl-thio_N,U5FIJ4,1,125
PF12590,Acyl-thio_N,I1JW97,1,126
PF12590,Acyl-thio_N,FATB,1,125
PF12590,Acyl-thio_N,M4DQ29,1,125
PF12590,Acyl-thio_N,M0ZKL6,2,128
PF12590,Acyl-thio_N,W1PEF8,1,127
PF12590,Acyl-thio_N,A0A804KQ02,1,128
PF12590,Acyl-thio_N,Q9SNP5,1,130
PF12590,Acyl-thio_N,C5XXZ3,1,125
PF12590,Acyl-thio_N,I1GXM7,1,124
PF12590,Acyl-thio_N,Q0DB74,1,130
PF13681,PilX,A1WF80,112,257
PF13681,PilX,A1WPH8,118,263
PF13681,PilX,Q5F9E3,91,199
PF13681,PilX,G2J0Z5,142,215
PF13681,PilX,Q7NZY7,121,194
PF13681,PilX,C5BQX8,76,203
PF13681,PilX,K4KLH9,111,190
PF13681,PilX,H8L4L6,75,183
PF13681,PilX,I3YAS3,100,193
PF13681,PilX,A1K9M7,99,188
PF13681,PilX,Q4FPJ5,81,231
PF13681,PilX,Q1LRZ9,96,188
PF13681,PilX,Q7NPR7,71,156
PF13681,PilX,D2UCW7,84,191
PF13681,PilX,E6WRH2,98,209
PF13681,PilX,Q0K7V0,96,201
PF13681,PilX,Q1LJW9,91,186
PF13681,PilX,V4L7F9,112,209
PF13681,PilX,Q0K7V6,104,200
PF13681,PilX,Q21V25,108,207
PF13681,PilX,A1WLQ5,112,221
PF13681,PilX,A4G7M0,107,206
PF13681,PilX,A1VRD3,145,258
PF13681,PilX,A9BND0,114,239
PF13681,PilX,A9BNC4,128,249
PF13681,PilX,G7URB0,84,179
PF13681,PilX,D8IQL7,37,128
PF13681,PilX,L0H0V2,96,184
PF13681,PilX,M1FGZ6,59,146
PF13681,PilX,Q3A2L2,78,178
PF13681,PilX,W0E167,72,166
PF13681,PilX,I1YKL3,71,181
PF13681,PilX,C5BPS3,72,174
PF13681,PilX,D5BYA0,127,232
PF13681,PilX,Q3J8W5,73,180
PF13681,PilX,A0KG46,67,158
PF13681,PilX,Q5ZXV2,74,168
PF13681,PilX,G0AFU4,95,176
PF13681,PilX,G0ADG6,72,176
PF13681,PilX,G0A6T1,77,172
PF13681,PilX,Q2S9U5,69,175
PF05024,Gpi1,E9D9Z9,303,578
PF05024,Gpi1,H6BTN9,318,594
PF05024,Gpi1,K1XR53,375,650
PF05024,Gpi1,G2QK80,302,577
PF05024,Gpi1,E5A369,382,673
PF05024,Gpi1,K2R7W6,294,569
PF05024,Gpi1,M2NLM5,303,578
PF05024,Gpi1,M3ATE2,303,578
PF05024,Gpi1,D5GLN6,373,621
PF05024,Gpi1,G1XHI5,294,569
PF05024,Gpi1,S2IW36,43,316
PF05024,Gpi1,U5H7E9,334,615
PF05024,Gpi1,H6QTV2,262,536
PF05024,Gpi1,F4R4M6,172,507
PF05024,Gpi1,V5F0K1,26,306
PF05024,Gpi1,M9M0M2,347,627
PF05024,Gpi1,S8FM08,122,395
PF05024,Gpi1,K5VW98,184,455
PF05024,Gpi1,G4TI34,224,497
PF05024,Gpi1,F8PL33,246,519
PF05024,Gpi1,B0E0E2,196,472
PF05024,Gpi1,A8P2S7,168,445
PF05024,Gpi1,K5WHH5,219,493
PF05024,Gpi1,V2WUQ9,220,498
PF05024,Gpi1,F4NUL0,117,390
PF05024,Gpi1,R4XDR7,283,558
PF05024,Gpi1,M7PD50,379,654
PF05024,Gpi1,B6K383,341,616
PF05024,Gpi1,GPI1,275,550
PF05024,Gpi1,S9W889,273,548
PF05024,Gpi1,Q6C6F2,318,615
PF05024,Gpi1,Q54WP5,495,769
PF05024,Gpi1,F4PNS2,385,659
PF05024,Gpi1,Q93438,11,253
PF05024,Gpi1,F6R1F8,18,295
PF05024,Gpi1,E7ERP4,261,525
PF05024,Gpi1,B7PYD5,3,278
PF05024,Gpi1,T1KNI6,211,473
PF05024,Gpi1,A0A8R1W651,203,447
PF05024,Gpi1,Q8IR17,124,449
PF05024,Gpi1,Q7QDL0,127,436
PF05024,Gpi1,B0WFA9,126,436
PF05024,Gpi1,E0VT95,190,435
PF05024,Gpi1,A0A7M7H779,199,462
PF05024,Gpi1,T1EFK5,278,526
PF05024,Gpi1,A0A1X7UM29,11,259
PF05024,Gpi1,C4LWK1,3,269
PF05024,Gpi1,D2VZN9,93,417
PF05024,Gpi1,Q582S8,338,617
PF05024,Gpi1,Q4E3J3,391,670
PF05024,Gpi1,B6A9N8,270,542
PF05024,Gpi1,Q24F21,344,613
PF05024,Gpi1,A0DJF9,109,382
PF05024,Gpi1,C6KT29,419,678
PF05024,Gpi1,B7GAD8,246,531
PF05024,Gpi1,D7FHV3,98,351
PF05024,Gpi1,D8R6Y6,250,524
PF05024,Gpi1,W1PBR3,337,611
PF05024,Gpi1,F6HLN3,256,530
PF05024,Gpi1,M1ACI1,137,411
PF05024,Gpi1,K7KER7,139,412
PF05024,Gpi1,F4J262,168,442
PF05024,Gpi1,W1QI68,233,514
PF05024,Gpi1,C4QYJ9,257,542
PF05024,Gpi1,C4Y2C8,251,527
PF05024,Gpi1,A3LRY9,232,545
PF05024,Gpi1,G3AQ83,251,558
PF05024,Gpi1,C5MA41,226,533
PF05024,Gpi1,G8BJF0,223,526
PF05024,Gpi1,A5DGG4,101,416
PF05024,Gpi1,G3B598,141,445
PF05024,Gpi1,G8YPQ4,242,577
PF05024,Gpi1,K0KJZ9,255,545
PF05024,Gpi1,C5DDL9,210,515
PF05024,Gpi1,Q6FXG0,220,518
PF05024,Gpi1,G8ZYN1,216,513
PF05024,Gpi1,I2H813,222,519
PF05024,Gpi1,GPI1,220,517
PF05024,Gpi1,G0W9U3,225,522
PF05024,Gpi1,G0V753,222,513
PF05024,Gpi1,H2AQR1,148,445
PF05024,Gpi1,J7S8V1,211,508
PF05024,Gpi1,A7TEU4,217,514
PF05024,Gpi1,G8BNU2,229,526
PF05024,Gpi1,Q6CN15,223,535
PF05024,Gpi1,Q75CR1,263,563
PF05024,Gpi1,G8JPJ0,272,581
PF02386,TrkH,TRK2,354,857
PF02386,TrkH,TRK1,316,816
PF02386,TrkH,TRK2,301,846
PF02386,TrkH,TRK1,624,1180
PF02386,TrkH,Q9HPA9,77,556
PF02386,TrkH,TRKG,38,485
PF02386,TrkH,TRKH,35,487
PF02386,TrkH,O83176,103,567
PF02386,TrkH,Y460,24,557
PF25572,TPR_ZSWIM8,E0VLB3,316,510
PF25572,TPR_ZSWIM8,A0A0N1IB10,307,525
PF25572,TPR_ZSWIM8,A0A8S4SGA4,311,529
PF25572,TPR_ZSWIM8,A0A151I436,266,479
PF25572,TPR_ZSWIM8,A0A6P4IKP1,317,527
PF25572,TPR_ZSWIM8,A0A1J1HRE4,290,500
PF25572,TPR_ZSWIM8,A0A834HX41,285,501
PF25572,TPR_ZSWIM8,A0A5N5T593,268,476
PF25572,TPR_ZSWIM8,A0A4Y2HSA6,401,606
PF25572,TPR_ZSWIM8,A0A922I254,395,642
PF25572,TPR_ZSWIM8,A0A6P6YCU5,430,695
PF25572,TPR_ZSWIM8,A0A0V1MV75,300,538
PF25572,TPR_ZSWIM8,A0A0N4YU19,335,566
PF25572,TPR_ZSWIM8,A0A8R1HYP4,57,297
PF25572,TPR_ZSWIM8,A0A2G5U8L5,345,583
PF25572,TPR_ZSWIM8,E3NQ83,359,597
PF25572,TPR_ZSWIM8,A0A0B2W1X7,428,659
PF25572,TPR_ZSWIM8,A0A0N4V4H9,420,650
PF25572,TPR_ZSWIM8,A0A914IPT1,326,551
PF25572,TPR_ZSWIM8,A0A914HXD6,439,664
PF25572,TPR_ZSWIM8,A0A914MCV8,371,599
PF25572,TPR_ZSWIM8,A0A7M6DQE6,269,477
PF25572,TPR_ZSWIM8,A0A3M6T6J0,279,487
PF25572,TPR_ZSWIM8,A0A6P8HDP9,278,481
PF25572,TPR_ZSWIM8,A7T3M2,136,341
PF25572,TPR_ZSWIM8,A0A6P8GGA2,277,474
PF25572,TPR_ZSWIM8,H2Y5Y3,215,419
PF25572,TPR_ZSWIM8,A0A9J7KX32,278,481
PF25572,TPR_ZSWIM8,A0A8B7YHF0,282,494
PF25572,TPR_ZSWIM8,A0A7M7NFC8,293,509
PF25572,TPR_ZSWIM8,A0A267E7L7,283,486
PF25572,TPR_ZSWIM8,A0A4Z2DD53,472,739
PF25572,TPR_ZSWIM8,A0A158QU41,275,498
PF25572,TPR_ZSWIM8,A0A0R3WZE0,280,497
PF25572,TPR_ZSWIM8,A0A0R3TQU4,265,463
PF25572,TPR_ZSWIM8,A0A158QDS3,294,493
PF25572,TPR_ZSWIM8,A0A819HF23,354,576
PF25572,TPR_ZSWIM8,R7UG37,280,489
PF25572,TPR_ZSWIM8,A0A6P7SDR8,282,488
PF25572,TPR_ZSWIM8,A0A6J8DPG7,278,480
PF25572,TPR_ZSWIM8,A0A2T7Q1B7,138,343
PF25572,TPR_ZSWIM8,A0A7R8XAT9,239,461
PF25572,TPR_ZSWIM8,A0A1D2MQM0,301,508
PF25572,TPR_ZSWIM8,A0A8S1CWL9,124,334
PF25572,TPR_ZSWIM8,A0A6G0U150,267,472
PF25572,TPR_ZSWIM8,T1I2Y1,274,487
PF25646,SPV1_VP4,CAPS1,1,181
PF03410,Peptidase_M44,A0A514TRE5,1,594
PF03410,Peptidase_M44,PG085,1,591
PF03410,Peptidase_M44,G3EID5,1,591
PF03410,Peptidase_M44,A0A6B9R1Y7,1,596
PF03410,Peptidase_M44,A0A1B1MRH1,1,592
PF03410,Peptidase_M44,A0A2U9QHL9,1,596
PF03410,Peptidase_M44,A0A894ZUG3,1,616
PF03410,Peptidase_M44,PG085,1,625
PF03410,Peptidase_M44,A0A0M3ZJJ9,1,621
PF03410,Peptidase_M44,Q6VZN9,1,631
PF03410,Peptidase_M44,Q070H9,1,633
PF03410,Peptidase_M44,A0A2C9DSL1,1,620
PF03410,Peptidase_M44,PG085,1,592
PF03410,Peptidase_M44,A0A650AIW9,1,596
PF03410,Peptidase_M44,U3UB96,1,592
PF03410,Peptidase_M44,Q6TVT3,1,598
PF03410,Peptidase_M44,A0A097IVS5,1,600
PF03410,Peptidase_M44,A0A7D0Q8I2,1,588
PF03410,Peptidase_M44,A0A3F2YKK1,1,594
PF03410,Peptidase_M44,PG085,1,589
PF03410,Peptidase_M44,Q8V3P7,1,592
PF03410,Peptidase_M44,Q08FU3,1,596
PF03410,Peptidase_M44,Q6TUW3,1,588
PF16813,Cas_St_Csn2,Q5M539,5,347
PF02503,PP_kinase,Q8F0N2,151,333
PF02503,PP_kinase,B0SJA5,156,337
PF02503,PP_kinase,L0DLF3,142,330
PF02503,PP_kinase,E8QX02,144,328
PF02503,PP_kinase,D5EQ60,125,308
PF02503,PP_kinase,W0J628,186,372
PF02503,PP_kinase,B1ZZG9,149,331
PF02503,PP_kinase,F9ZR58,146,328
PF02503,PP_kinase,D0KXB5,127,310
PF02503,PP_kinase,D8PIK7,150,332
PF02503,PP_kinase,Q0A7H3,128,312
PF02503,PP_kinase,D5BV49,126,309
PF02503,PP_kinase,G7UR01,134,317
PF02503,PP_kinase,E6WUW5,140,324
PF02503,PP_kinase,B3PGW5,134,317
PF02503,PP_kinase,H8GP79,133,317
PF02503,PP_kinase,Q606R1,222,406
PF02503,PP_kinase,E1VQU9,150,334
PF02503,PP_kinase,Q0VLP0,143,325
PF02503,PP_kinase,H8KYQ0,153,336
PF02503,PP_kinase,PPK1,167,350
PF02503,PP_kinase,F2JTR0,185,369
PF02503,PP_kinase,M5DWJ8,133,316
PF02503,PP_kinase,K4KMJ5,129,312
PF02503,PP_kinase,C5BLJ1,145,328
PF02503,PP_kinase,Q5ZYS2,131,312
PF02503,PP_kinase,A4G448,139,322
PF02503,PP_kinase,G0A980,136,319
PF02503,PP_kinase,D8INV0,132,316
PF02503,PP_kinase,I0HUN8,131,314
PF02503,PP_kinase,B1Y4F4,123,306
PF02503,PP_kinase,A2SK72,127,309
PF02503,PP_kinase,H5WT57,114,298
PF02503,PP_kinase,D7DJU8,128,311
PF02503,PP_kinase,Q21WW1,129,312
PF02503,PP_kinase,F5Y160,138,321
PF02503,PP_kinase,U5NAR6,128,311
PF02503,PP_kinase,Q1LLB9,123,306
PF02503,PP_kinase,W8X243,125,307
PF02503,PP_kinase,W0PGY5,135,316
PF02503,PP_kinase,Q82XF1,129,312
PF02503,PP_kinase,C6X8E6,125,308
PF02503,PP_kinase,Q3SJW1,123,306
PF02503,PP_kinase,S6B8C3,124,307
PF02503,PP_kinase,Q0K2G4,151,334
PF02503,PP_kinase,Q2YC31,124,307
PF02503,PP_kinase,D9SE34,124,307
PF02503,PP_kinase,A1K651,129,312
PF02503,PP_kinase,G2IYJ5,122,305
PF02503,PP_kinase,C1DD13,26,208
PF02503,PP_kinase,PPK1,121,304
PF02503,PP_kinase,E8V007,130,311
PF02503,PP_kinase,I3ZEM6,155,338
PF02503,PP_kinase,G8NZZ2,152,337
PF02503,PP_kinase,E8X2F9,207,390
PF02503,PP_kinase,C1F6Y0,126,307
PF02503,PP_kinase,Q1ISW2,127,305
PF02503,PP_kinase,E3I6D0,137,330
PF02503,PP_kinase,PPK1,145,321
PF02503,PP_kinase,F2J1K4,156,335
PF02503,PP_kinase,B8EN52,214,393
PF02503,PP_kinase,B2IBB6,225,405
PF02503,PP_kinase,L0EWQ3,136,315
PF02503,PP_kinase,Q92QV9,148,326
PF02503,PP_kinase,A6X203,171,349
PF02503,PP_kinase,G4RBA3,141,322
PF02503,PP_kinase,M4S9W5,142,315
PF02503,PP_kinase,PPK1,137,309
PF02503,PP_kinase,F6IJ36,146,320
PF02503,PP_kinase,Q1GSA5,140,315
PF02503,PP_kinase,D4Z556,133,307
PF02503,PP_kinase,G2IRW4,135,310
PF02503,PP_kinase,W0A814,138,314
PF02503,PP_kinase,Q5NPM4,132,312
PF02503,PP_kinase,I3TQW7,215,392
PF02503,PP_kinase,Q0AQ95,134,318
PF02503,PP_kinase,D9QJG1,149,331
PF02503,PP_kinase,B4RBQ4,166,349
PF02503,PP_kinase,C6XKN1,157,339
PF02503,PP_kinase,D5APK3,141,316
PF02503,PP_kinase,Q28TI7,144,319
PF02503,PP_kinase,W8RY14,142,319
PF02503,PP_kinase,A8LQU2,142,319
PF02503,PP_kinase,Q168E9,158,336
PF02503,PP_kinase,Q3IZS6,143,319
PF02503,PP_kinase,A1B1L3,141,316
PF02503,PP_kinase,E0TC24,148,337
PF02503,PP_kinase,A7HYE7,150,329
PF02503,PP_kinase,B6IN50,167,343
PF02503,PP_kinase,F8JC67,137,317
PF02503,PP_kinase,V5SDI9,141,323
