accession,domain_number,subaccession,domain_begin,domain_end
PF21812,DUF6881,A0A518CK84,4,93
PF21812,DUF6881,A0A517YEA3,4,93
PF21812,DUF6881,A0A014N4M7,2,91
PF21812,DUF6881,H1Y7X7,2,91
PF21812,DUF6881,A0A0Q6W064,2,91
PF21812,DUF6881,A0A2T5PCA4,2,91
PF21812,DUF6881,A0A142X084,2,91
PF21812,DUF6881,A0A6L6PVI4,2,91
PF21812,DUF6881,A0A4U0PJY6,8,97
PF21812,DUF6881,A0A3T1D671,2,91
PF21812,DUF6881,A0A345PAK3,2,91
PF21812,DUF6881,A0A4R6XRF8,2,91
PF21812,DUF6881,A0A1N7MLH1,2,91
PF21812,DUF6881,A0A7D4CLB2,5,97
PF21812,DUF6881,A0A151YYL9,5,96
PF21812,DUF6881,A0A559K896,2,91
PF21812,DUF6881,G8M248,2,91
PF21812,DUF6881,A0A432M2Y5,2,91
PF21812,DUF6881,A0A2T6DHT4,5,94
PF20715,DUF6827,A0A384KPS9,63,220
PF20715,DUF6827,A0A0G4EIH6,3,160
PF20715,DUF6827,B6AG42,31,200
PF20715,DUF6827,A0A0F7V4Z6,129,286
PF20715,DUF6827,A0A2C6KUF8,108,265
PF20715,DUF6827,C5LI82,39,196
PF20715,DUF6827,A0A1Q9DAS1,149,306
PF20715,DUF6827,A0A0K3ALR7,87,233
PF20715,DUF6827,Q4UEX6,772,926
PF20715,DUF6827,J4CD14,776,930
PF20715,DUF6827,L0AVJ9,119,275
PF20715,DUF6827,A7AUJ1,72,226
PF20715,DUF6827,A0A2H6KCN8,70,224
PF20715,DUF6827,A0A0L7KCS3,64,221
PF20715,DUF6827,A0A1A8Z8E4,58,215
PF20715,DUF6827,A0A509AT26,72,229
PF20715,DUF6827,A0A653HQS2,62,219
PF19508,DUF6042,A8MK06,5,220
PF19508,DUF6042,A0A3G8ZJ74,41,289
PF19508,DUF6042,A0A0C2AY35,14,263
PF19508,DUF6042,F2R329,14,259
PF19508,DUF6042,A0A1Q4VM42,16,272
PF19508,DUF6042,A0A1Q5MPK8,15,269
PF19508,DUF6042,A0A2S4YVU0,16,248
PF19508,DUF6042,A0A373D9N6,9,262
PF19508,DUF6042,W7IXG8,14,251
PF19508,DUF6042,W7IXG0,14,268
PF19508,DUF6042,A0A1Q9LCB7,14,268
PF19508,DUF6042,A0A3M8D2X6,14,239
PF19508,DUF6042,A0A075R9Z0,15,241
PF19508,DUF6042,M8DFU4,15,240
PF19508,DUF6042,V6MAL2,14,239
PF19508,DUF6042,A0A1I3UPL5,14,239
PF19508,DUF6042,A0A1M6KEK4,7,222
PF19508,DUF6042,A0A069RD05,7,222
PF19508,DUF6042,A0A1M5S5B3,7,222
PF19508,DUF6042,A0A1M5S7A0,6,221
PF19508,DUF6042,A0A1S1V5I0,3,215
PF19508,DUF6042,A0A0L0WE48,7,223
PF16260,DUF4914,Q8R7I5,21,630
PF16260,DUF4914,B8DZV6,11,622
PF16260,DUF4914,F7YYK1,12,621
PF16260,DUF4914,Q9WY00,12,619
PF16260,DUF4914,E8MYH8,8,619
PF16260,DUF4914,E4RN06,12,623
PF16260,DUF4914,D5EKR0,19,631
PF16260,DUF4914,I0IEB5,13,651
PF16260,DUF4914,E8QWM9,20,639
PF16260,DUF4914,F2JKC3,10,621
PF16260,DUF4914,C7R594,10,629
PF16260,DUF4914,F4GZ25,16,633
PF16260,DUF4914,D5UHJ0,14,632
PF16260,DUF4914,F8A117,12,638
PF16260,DUF4914,D1C046,10,628
PF16260,DUF4914,F2JNU9,9,622
PF16260,DUF4914,H1YCM2,11,622
PF16260,DUF4914,H9UHR4,11,621
PF16260,DUF4914,V5WD17,13,619
PF26591,DUF8186,A0A498G5S2,414,514
PF26591,DUF8186,A0A2I8VRY9,428,529
PF26591,DUF8186,A0A1H6VPZ5,428,528
PF26591,DUF8186,A0A8J8P7W2,421,521
PF26591,DUF8186,A0A0U5H0R7,425,525
PF26591,DUF8186,A0A7D5K2P1,427,531
PF26591,DUF8186,A0A7D5LCY6,419,523
PF26591,DUF8186,A0A9E7SVV3,438,540
PF26591,DUF8186,L9VZX5,416,519
PF26591,DUF8186,A0A202E489,417,521
PF26591,DUF8186,A0A5D5AJ04,417,521
PF26591,DUF8186,A0A1G9XAW0,402,502
PF26591,DUF8186,A0A4U7FCX1,409,509
PF26591,DUF8186,A0A6A9T8L9,409,509
PF26591,DUF8186,A0A1I6L198,360,464
PF26591,DUF8186,A0A1G9UG76,514,618
PF26591,DUF8186,A0A285P2F4,428,518
PF26591,DUF8186,A0A8J8CXH1,420,510
PF26591,DUF8186,C7NQV4,417,507
PF26591,DUF8186,A0A554NFM3,428,520
PF26591,DUF8186,M0CG48,444,534
PF26591,DUF8186,A0A4D7H4M3,409,499
PF26591,DUF8186,A0A1Q1FNU0,411,501
PF26591,DUF8186,A0A1Q1FP13,423,513
PF26591,DUF8186,A0A8J7YHI6,149,245
PF26591,DUF8186,A0A1H3ZWR2,416,506
PF26591,DUF8186,A0A0U5H6V0,432,521
PF26591,DUF8186,A0A3A6Q1T2,409,498
PF26591,DUF8186,A0A830FVY6,427,516
PF26591,DUF8186,A0A1Q1FFP6,444,529
PF26591,DUF8186,A0A0J8FB76,394,481
PF26591,DUF8186,M0BXF1,13,100
PF26591,DUF8186,L0IF52,453,541
PF26591,DUF8186,B9LVK2,446,535
PF26591,DUF8186,A0A2B7GQQ5,452,537
PF26591,DUF8186,A0A830G535,404,503
PF26591,DUF8186,A0A830G5Y1,428,527
PF26591,DUF8186,A0A0P7HRZ3,427,527
PF26591,DUF8186,A0A0F7PBZ4,429,528
PF26591,DUF8186,A0A2R4X3Q7,419,518
PF23132,DUF7049,A0A7J7DQ66,428,527
PF23132,DUF7049,A0A8T2YJE0,410,508
PF23132,DUF7049,A0A6P5ZG33,420,517
PF23132,DUF7049,A0A5B6UKE2,435,531
PF23132,DUF7049,A0A6A2Z7M4,268,364
PF23132,DUF7049,A0A2H5QCH5,449,546
PF23132,DUF7049,A0A834LR08,465,566
PF23132,DUF7049,A0A484M4S2,313,426
PF23132,DUF7049,A0A9R1V110,421,520
PF23132,DUF7049,A0A118K0E7,328,425
PF23132,DUF7049,A0A5A7R267,368,471
PF23132,DUF7049,A0A6I9U8G5,439,535
PF23132,DUF7049,A0A2G9G223,290,386
PF23132,DUF7049,A0A8X8YKL9,391,487
PF23132,DUF7049,A0A8M8UZ63,395,496
PF23132,DUF7049,A0A8X8XW44,15,114
PF23132,DUF7049,A0A022QLG2,416,514
PF23132,DUF7049,A0A1J6KC12,442,539
PF23132,DUF7049,A0A9J5Y665,413,507
PF23132,DUF7049,A0A3Q7H7U5,415,509
PF23132,DUF7049,A0A2G2WCR3,424,516
PF23132,DUF7049,A0A068U3S1,441,545
PF23132,DUF7049,A0A445DX53,417,521
PF23132,DUF7049,A0A1S2XEE1,422,524
PF23132,DUF7049,A0A9D5BLK9,288,390
PF23132,DUF7049,G7IIK8,412,514
PF23132,DUF7049,A0A8B8K871,415,514
PF23132,DUF7049,A0A151T5G6,364,463
PF23132,DUF7049,V7B1H1,395,494
PF23132,DUF7049,A0A3Q0F3C2,289,388
PF23132,DUF7049,A0A445AUN0,369,472
PF23132,DUF7049,A0A8T1R5Q1,425,524
PF23132,DUF7049,A0A8K0GVR5,447,544
PF23132,DUF7049,A0A978UW51,419,518
PF23132,DUF7049,A0A7J6H9C0,547,655
PF23132,DUF7049,A0A2P5EFX7,503,604
PF23132,DUF7049,A0A067KCA6,333,432
PF23132,DUF7049,B9RK78,403,500
PF23132,DUF7049,A0A6A6LNU4,425,522
PF23132,DUF7049,A0A2C9W488,272,370
PF23132,DUF7049,A0A2P6RK96,475,577
PF23132,DUF7049,A0A6J5XXJ3,459,561
PF23132,DUF7049,A0A540LF70,455,558
PF23132,DUF7049,A0A5J4ZYX6,432,529
PF23132,DUF7049,A0A7J0DWC0,336,432
PF23132,DUF7049,A0A9R0KDF2,479,578
PF23132,DUF7049,A0A803MGF0,428,529
PF23132,DUF7049,A0A1U8Q0E3,369,465
PF23132,DUF7049,A0A1U8AI24,430,526
PF23132,DUF7049,A0A4Y7IQK4,456,559
PF23132,DUF7049,A0A200QCJ4,433,534
PF23132,DUF7049,A0A8J5IKN6,229,328
PF23132,DUF7049,A0A8J5KQ62,293,393
PF23132,DUF7049,A0A8J5HG48,359,456
PF23132,DUF7049,A0A804KR01,385,485
PF23132,DUF7049,A0A2I0V8F1,339,434
PF23132,DUF7049,A0A835UAM3,347,441
PF23132,DUF7049,A0A5P1FSF4,305,401
PF23132,DUF7049,A0A4S8IK36,398,495
PF23132,DUF7049,A0A804JTS4,446,542
PF23132,DUF7049,A0A8J5G9L2,386,483
PF23132,DUF7049,A0A8K0HXW7,352,448
PF23132,DUF7049,A0A2I0B767,231,327
PF23132,DUF7049,A0A8T3C403,361,451
PF23132,DUF7049,A0A833REN4,414,507
PF23132,DUF7049,A0A3B6PKM2,472,579
PF23132,DUF7049,A0A2K2CVY2,470,575
PF23132,DUF7049,A0A0D9VDV8,481,582
PF23132,DUF7049,A0A0E0CI27,546,654
PF23132,DUF7049,B8AE90,531,640
PF23132,DUF7049,A0A3L6QIR4,484,590
PF23132,DUF7049,A0A4U6W564,382,489
PF23132,DUF7049,A0A8T0WV73,491,592
PF23132,DUF7049,A0A194YNQ3,500,610
PF23132,DUF7049,A0A804PHM9,477,589
PF23132,DUF7049,A0A811Q614,502,614
PF23132,DUF7049,C5Z526,446,546
PF23132,DUF7049,A0A5J9T9B8,479,578
PF23132,DUF7049,K3Y1B7,411,512
PF23132,DUF7049,A0A8T0TWY1,386,486
PF23132,DUF7049,A0A3B6SI55,405,506
PF23132,DUF7049,A0A0Q3K151,409,510
PF23132,DUF7049,A0A0D9WRD3,372,473
PF23132,DUF7049,A0A8J5VPR5,414,512
PF23132,DUF7049,A0A0E0AB52,427,542
PF23132,DUF7049,A0A0E0LCU5,340,439
PF23132,DUF7049,A0A835F108,281,370
PF23132,DUF7049,A0A1E5UQ25,244,332
PF23132,DUF7049,A0A811RWN4,303,394
PF23132,DUF7049,A0A5J9UDY0,308,415
PF23132,DUF7049,A0A1E5WNJ4,258,366
PF23132,DUF7049,A0A8T0SA86,347,457
PF23132,DUF7049,A0A3L6ST56,278,379
PF23132,DUF7049,A0A8T0RML3,351,460
PF23132,DUF7049,A0A835BW55,321,433
PF23132,DUF7049,A0A811P195,307,414
PF23132,DUF7049,A0A3B6FHR3,317,423
PF23132,DUF7049,A0A0Q3JXG2,326,430
PF23132,DUF7049,A0A9E7GET3,362,458
PF23132,DUF7049,A0A8J5GLW4,181,280
PF23132,DUF7049,A0A8N4EWB0,199,296
PF23132,DUF7049,A0A8B7CFA5,309,407
PF23132,DUF7049,A0A199VF38,275,374
PF23132,DUF7049,A0A0D9YAT0,345,441
PF23132,DUF7049,A0A843W722,379,475
PF23132,DUF7049,A0A7I8KYM9,186,284
PF23132,DUF7049,A0A7J6W1M6,421,517
PF23132,DUF7049,A0A834YSU2,425,520
PF23132,DUF7049,A0A835DJT5,484,579
PF23132,DUF7049,D7TB65,415,511
PF03112,DUF244,Q9S061,270,430
PF03112,DUF244,Q9S0E3,270,430
PF03112,DUF244,Q9S0J4,270,430
PF03112,DUF244,Q9RZY6,270,430
PF03112,DUF244,Q9S038,270,430
PF20321,DUF6616,A0A171KUL4,1,112
PF20321,DUF6616,A0A363RBX8,1,112
PF20321,DUF6616,A0A2A7UUS7,1,112
PF20321,DUF6616,A0A3M6Q0T9,1,117
PF20321,DUF6616,A0A4S1E8J2,1,113
PF20321,DUF6616,S3NXH3,1,112
PF20321,DUF6616,A0A2M9E6Z6,1,111
PF20321,DUF6616,A0A4S5BQ14,1,112
PF20321,DUF6616,A0A4S8F117,1,112
PF20321,DUF6616,A9C0I5,1,112
PF20321,DUF6616,A0A2A2AI35,1,113
PF20321,DUF6616,A0A0J6NBM5,1,112
PF20321,DUF6616,A0A1D9H6W7,1,116
PF20321,DUF6616,A0A1I5E4V5,1,115
PF20321,DUF6616,D7CC27,1,78
PF20321,DUF6616,A0A4R4NYZ6,1,111
PF20321,DUF6616,A0A4S4FRT3,1,109
PF20321,DUF6616,A0A316TMF5,1,111
PF20321,DUF6616,A0A0R2KUI3,1,111
PF20321,DUF6616,A0A512B6F4,16,126
PF20321,DUF6616,A0A172U0V9,1,111
PF20321,DUF6616,A0A1M4XZ87,1,111
PF20321,DUF6616,A0A5B8VB74,1,111
PF20321,DUF6616,A0A223NTE3,1,111
PF20321,DUF6616,A0A1Q5ZVC3,1,108
PF20321,DUF6616,A0A1H7BH91,1,108
PF20321,DUF6616,A0A2U1E6I6,1,117
PF20321,DUF6616,H2BUU7,1,111
PF20321,DUF6616,A0A1H5IAL0,1,111
PF20321,DUF6616,A0A1L3J6X9,1,111
PF20321,DUF6616,A0A1M5DR29,1,111
PF20321,DUF6616,A0A1I4ZZJ7,1,111
PF20321,DUF6616,A0A4R5H7X0,1,116
PF20321,DUF6616,A0A0Q8RBH7,1,121
PF20321,DUF6616,A0A1H0LR04,1,112
PF20321,DUF6616,A0AAJ3NVD7,1,112
PF20321,DUF6616,A0A4R8R9W1,1,112
PF20321,DUF6616,A0A501PT10,1,110
PF20321,DUF6616,A0A2A8HNC7,1,112
PF20321,DUF6616,A0A6B3GQ12,1,110
PF20321,DUF6616,W7E399,1,113
PF20321,DUF6616,A0A318MV40,1,113
PF20321,DUF6616,B2FIU1,17,128
PF20321,DUF6616,A0A0M2WM69,1,111
PF20321,DUF6616,A0A502BQS5,1,112
PF20321,DUF6616,A0A2S0PCD1,1,112
PF20321,DUF6616,A0A291G961,1,112
PF20321,DUF6616,K2NRY6,1,112
PF20321,DUF6616,B8IL93,1,112
PF20321,DUF6616,U7U7J0,1,112
PF20321,DUF6616,A0A3E0WG22,1,112
PF20321,DUF6616,A0A323UPG8,1,112
PF09883,DUF2110,A0A1U7EY63,74,153
PF09883,DUF2110,Q5V3Q9,74,153
PF09883,DUF2110,C7NXK9,74,153
PF09883,DUF2110,Q9HRC6,74,153
PF09883,DUF2110,F8DC54,74,154
PF09883,DUF2110,D4GWS6,74,154
PF09883,DUF2110,E4NP91,74,154
PF09883,DUF2110,Q18HD9,156,234
PF09883,DUF2110,R4W5N4,92,180
PF09883,DUF2110,Q8U3H6,74,169
PF09883,DUF2110,Q5JDD6,75,170
PF09883,DUF2110,B1L7C9,81,174
PF09883,DUF2110,Q8TY13,74,172
PF09883,DUF2110,D5EBU7,72,155
PF09883,DUF2110,L0L051,73,156
PF09883,DUF2110,Q8TQT3,74,157
PF09883,DUF2110,D7EAU3,73,156
PF09883,DUF2110,F7XNE0,73,157
PF09883,DUF2110,L0I8I8,73,152
PF17589,DUF5487,Y03B,1,66
PF06523,DUF1106,O85631,1,91
PF06523,DUF1106,Q93FK5,13,103
PF14189,DUF4312,A0KQ00,5,87
PF14189,DUF4312,D4GNU8,5,88
PF14189,DUF4312,I2BDH1,5,88
PF14189,DUF4312,Q5E1U7,5,88
PF14189,DUF4312,Q5WI59,6,89
PF14189,DUF4312,C0ZED5,5,87
PF14189,DUF4312,E6SGS9,16,93
PF14189,DUF4312,D1AFD9,8,91
PF14189,DUF4312,K8EUW8,9,91
PF14189,DUF4312,Q837K6,7,90
PF24351,DUF7511,A0A6B0SEU8,21,67
PF24351,DUF7511,A0A0U5H109,20,66
PF24351,DUF7511,A0A7D5GNI9,21,67
PF24351,DUF7511,Q9HQ75,17,63
PF24351,DUF7511,A0A1I0MJI1,25,71
PF24351,DUF7511,A0A7D5L8H9,21,67
PF24351,DUF7511,A0A1M5KU89,24,70
PF24351,DUF7511,V4HK37,28,74
PF24351,DUF7511,A0A830FWT1,21,67
PF24351,DUF7511,A0A830F1W3,14,60
PF24351,DUF7511,C7P4J1,17,63
PF24351,DUF7511,A0A9E7N6J0,24,74
PF24351,DUF7511,A0A256HDD9,26,72
PF24351,DUF7511,M0MCY3,24,70
PF24351,DUF7511,D4GW52,20,66
PF24351,DUF7511,A0A6B0T4I1,13,59
PF24351,DUF7511,A0A4S3TR27,26,71
PF24351,DUF7511,F8D796,34,80
PF24351,DUF7511,M0C674,28,73
PF24351,DUF7511,A0A1G8ZEU3,28,73
PF24351,DUF7511,W0JVZ5,28,73
PF24351,DUF7511,A0A897MN79,18,64
PF24351,DUF7511,A0A8U0IL64,25,71
PF24351,DUF7511,C7NW11,13,56
PF24351,DUF7511,M0CIW3,19,65
PF24351,DUF7511,A0A1Q1FNF8,27,73
PF24351,DUF7511,E4NW23,25,71
PF24351,DUF7511,A0A6G2FV04,22,68
PF24351,DUF7511,A0A9E7R3C0,22,67
PF24351,DUF7511,A0A1D8S6Q4,16,61
PF24351,DUF7511,A0A830EZW3,26,71
PF24351,DUF7511,A0A830FT59,28,73
PF24351,DUF7511,A0A518SAI0,29,73
PF24351,DUF7511,A0A1I0Q200,27,72
PF24351,DUF7511,E4NML9,23,69
PF24351,DUF7511,A0A1I6H933,23,69
PF24351,DUF7511,A0A6G2FZW6,23,69
PF24351,DUF7511,D4GTK6,30,76
PF24351,DUF7511,A0A1H3JB11,28,74
PF24351,DUF7511,A0A498GCY3,32,78
PF24351,DUF7511,A0A1H5VZV8,35,81
PF24351,DUF7511,A0A1I2T3F0,38,84
PF24351,DUF7511,A0A1G9XKH8,39,85
PF24351,DUF7511,A0A081EVL5,13,59
PF24351,DUF7511,A0A498G9A8,13,59
PF24351,DUF7511,A0A4U5JAH6,13,59
PF24351,DUF7511,A0A6G2HHS0,13,59
PF24351,DUF7511,A0A256HBF1,28,74
PF24351,DUF7511,A0A6A9T822,13,59
PF24351,DUF7511,A0A6A9T340,12,58
PF24351,DUF7511,A0A6A9T5A6,12,58
PF24351,DUF7511,A0A6B9FA32,25,71
PF24351,DUF7511,A0A151AJT9,12,58
PF24351,DUF7511,M1XTT8,17,63
PF24351,DUF7511,V4Y3K7,14,59
PF24351,DUF7511,A0A8J8CS30,19,79
PF24351,DUF7511,A0A1U7EV41,20,66
PF24351,DUF7511,A0A6B0GGY3,27,73
PF24351,DUF7511,A0A4D7H1T0,16,62
PF24351,DUF7511,A0A5D5AQM6,18,64
PF24351,DUF7511,F8DAY3,30,76
PF24351,DUF7511,A0A8J8Q7D1,22,68
PF24351,DUF7511,L0JXS3,21,67
PF24351,DUF7511,A0A7D5KTA3,17,63
PF24351,DUF7511,A0A1S8AYV9,17,63
PF24351,DUF7511,A0A1N6ZU40,16,62
PF24351,DUF7511,A0A202E9C1,20,66
PF24351,DUF7511,A0A346PN55,18,64
PF24351,DUF7511,L9ZWJ7,17,63
PF24351,DUF7511,M0BVD2,17,63
PF24351,DUF7511,A0A4S3TP87,18,64
PF24351,DUF7511,L9XBK1,19,65
PF24351,DUF7511,A0A1I0NQ46,17,63
PF24351,DUF7511,A0A3N6LSW7,18,64
PF24351,DUF7511,M0CTD2,17,63
PF24351,DUF7511,M0APF9,52,98
PF24351,DUF7511,D3SZ65,66,112
PF24351,DUF7511,L0AGQ2,21,67
PF24351,DUF7511,M0M3F1,54,100
PF24351,DUF7511,M0LFE2,55,101
PF24351,DUF7511,A0A285P2F2,16,62
PF24351,DUF7511,A0A063ZKB4,16,62
PF24351,DUF7511,L9WIK0,28,74
PF24351,DUF7511,A0A346PEH9,21,66
PF24351,DUF7511,D3SXJ0,90,136
PF24351,DUF7511,A0A554NA77,34,80
PF24351,DUF7511,A0A365TDC2,25,71
PF24351,DUF7511,A0A1N7BQH8,25,71
PF24351,DUF7511,A0A8U0IJ29,32,78
PF24351,DUF7511,A0A9E7R4P5,31,77
PF24351,DUF7511,A0A554NA88,27,73
PF24351,DUF7511,A0A6A9SQF7,24,70
PF24351,DUF7511,A0A285P4J8,39,85
PF24351,DUF7511,A0A1Q1FQ25,19,65
PF24351,DUF7511,A0A1H5UF00,42,88
PF24351,DUF7511,A0A8T4GYI8,28,74
PF24351,DUF7511,A0A0P7H7M2,28,74
PF24351,DUF7511,A0A8J8C9A4,19,65
PF24351,DUF7511,M0CIU3,32,78
PF24351,DUF7511,Q5V236,21,67
PF24351,DUF7511,A0A6B9F3D0,21,67
PF24351,DUF7511,A0A897NTP6,17,65
PF24351,DUF7511,A0A1H3WSU1,28,74
PF24351,DUF7511,A0A4D7H802,26,72
PF24351,DUF7511,A0A1G9VT59,26,72
PF24351,DUF7511,A0A2I8VKX2,17,63
PF24351,DUF7511,A0A1H3CHE5,29,75
PF24351,DUF7511,A0A498GC47,29,75
PF24351,DUF7511,D4GXN7,27,73
PF24351,DUF7511,A0A6G2FUW6,34,80
PF24351,DUF7511,A0A1I2P8P8,32,78
PF24351,DUF7511,L0JW03,24,70
PF24351,DUF7511,A0A2R4X381,25,70
PF24351,DUF7511,A0A8J8Q5I9,30,76
PF24351,DUF7511,A0A202E3I3,29,75
PF24351,DUF7511,A0A1S8AU69,29,75
PF24351,DUF7511,A0A346PL69,28,74
PF24351,DUF7511,A0A2B7GXZ4,29,75
PF24351,DUF7511,A0A1I0M130,29,75
PF24351,DUF7511,W0JW35,29,75
PF24351,DUF7511,M0BVB5,33,79
PF24351,DUF7511,M0CPH8,30,76
PF24351,DUF7511,M0B7R4,7,53
PF24351,DUF7511,A0A1N7AH46,29,75
PF24351,DUF7511,M0CF58,33,79
PF24351,DUF7511,L9W746,28,74
PF24351,DUF7511,A0A5D5AP85,29,75
PF24351,DUF7511,F8D3Q7,44,90
PF24351,DUF7511,L9ZLA0,29,75
PF24351,DUF7511,M0LI55,40,86
PF24351,DUF7511,A0A4S3TJ11,29,75
PF24351,DUF7511,M0C615,44,90
PF24351,DUF7511,M0MJN1,42,88
PF24351,DUF7511,L0I9E6,26,72
PF19108,DUF5795,M0M0M8,1,74
PF19108,DUF5795,M0CP33,1,74
PF19108,DUF5795,A0A1G8S3P1,1,74
PF19108,DUF5795,Q5V411,1,74
PF19108,DUF5795,A0A2I8VI58,1,73
PF19108,DUF5795,A0A1M5R3B7,1,73
PF19108,DUF5795,A0A1H5ZX22,1,73
PF19108,DUF5795,C7NY12,1,74
PF19108,DUF5795,U1P656,1,73
PF19108,DUF5795,A0A1G9W813,1,74
PF19108,DUF5795,A0A285NB88,1,74
PF19108,DUF5795,A0A3N6MFQ1,1,74
PF19108,DUF5795,L0K352,1,74
PF19108,DUF5795,A0A346PSF1,1,74
PF19108,DUF5795,R4W7C0,1,74
PF19108,DUF5795,A0A081EUC2,1,73
PF19108,DUF5795,A0A0F7PEM1,1,74
PF19738,DUF6227,A0A2S4Z731,1,248
PF19738,DUF6227,A0A170YQF3,1,248
PF19738,DUF6227,A0A3R9TYM4,1,247
PF19738,DUF6227,A0A0L0K0K9,1,248
PF19738,DUF6227,A0A0B5DIV0,1,249
PF19738,DUF6227,C9YWE8,1,252
PF19738,DUF6227,A0A0N0MNJ7,1,260
PF19738,DUF6227,A0A221P1Q5,1,248
PF19738,DUF6227,F3NSB5,1,249
PF19738,DUF6227,S2YYG5,1,248
PF19738,DUF6227,A0A2M9JPD6,1,251
PF19738,DUF6227,A0A177HTY1,1,249
PF19738,DUF6227,S3ZPJ7,1,252
PF19738,DUF6227,A0A0X3X2D9,1,252
PF19738,DUF6227,A0A197SL61,1,252
PF19738,DUF6227,A0A1C4JLK7,1,279
PF19738,DUF6227,B4VDF8,1,261
PF19738,DUF6227,A0A1E5PS69,1,256
PF19738,DUF6227,A0A0M8TAR4,1,256
PF19738,DUF6227,A0A2Z4V248,1,256
PF19738,DUF6227,A0A429RWG4,1,255
PF19738,DUF6227,A0A0F0HBQ5,1,255
PF19738,DUF6227,A0A2K8PKQ3,1,256
PF19738,DUF6227,A0A160P070,11,269
PF19738,DUF6227,E2Q7J9,1,317
PF19738,DUF6227,A0A2S9PXX5,1,257
PF19738,DUF6227,A0A1S2KAB1,1,258
PF19738,DUF6227,A0A1Q5LHY2,1,259
PF19738,DUF6227,A0A1Q5GLY2,1,256
PF19738,DUF6227,G2NHV7,1,248
PF19738,DUF6227,A0A0C1Y2Y3,1,320
PF19738,DUF6227,A0A370B529,1,295
PF19738,DUF6227,A0A1E5PA73,1,259
PF19738,DUF6227,A0A0B5F1I8,1,232
PF19738,DUF6227,A0A1Q4VDM6,1,251
PF07013,DUF1314,ORF2,39,217
PF07013,DUF1314,VG71,13,183
PF20255,DUF6606,T0LRF7,20,294
PF20255,DUF6606,E3QHV6,9,302
PF20255,DUF6606,A0A1S7UPJ8,44,339
PF20255,DUF6606,A0A1L9S8U8,11,279
PF20255,DUF6606,F0XE27,12,288
PF20255,DUF6606,S3D685,711,971
PF20255,DUF6606,A0A1L7XYU3,16,273
PF20255,DUF6606,B2AEQ9,23,290
PF20255,DUF6606,Q2GPI9,138,408
PF20255,DUF6606,G2QJ32,17,287
PF20255,DUF6606,H6BSG8,9,279
PF20255,DUF6606,A0A0D7BGF9,7,278
PF20255,DUF6606,A0A1Q3EC78,13,286
PF20255,DUF6606,V2WHM8,11,276
PF20255,DUF6606,A0A0C3GP46,10,278
PF20255,DUF6606,A0A067MYX9,9,273
PF20255,DUF6606,A0A1C7MD53,30,261
PF20255,DUF6606,A0A1C7MPU6,9,273
PF20255,DUF6606,A0A0C3DB65,21,287
PF20255,DUF6606,A0A0C9WFM0,17,281
PF20255,DUF6606,A0A0D0AEL5,22,285
PF20255,DUF6606,A0A0C9ZW09,16,276
PF20255,DUF6606,A0A166PYH3,9,271
PF20255,DUF6606,A0A0C3FER3,11,275
PF20255,DUF6606,A0A165U464,15,280
PF20255,DUF6606,A0A067PRC0,30,288
PF20255,DUF6606,V2WKD0,10,275
PF20255,DUF6606,W4JV19,15,273
PF20255,DUF6606,R7RWR8,14,270
PF20255,DUF6606,A0A0D2P3A0,14,275
PF20255,DUF6606,B0D2R6,17,277
PF20255,DUF6606,W4JPR9,17,298
PF20255,DUF6606,A0A166E188,14,278
PF20255,DUF6606,A0A165YFF2,13,277
PF20255,DUF6606,A0A166E1B0,29,293
PF20255,DUF6606,D8PZT9,25,301
PF20255,DUF6606,G4TR11,14,289
PF20255,DUF6606,A0A0C2W205,88,344
PF20255,DUF6606,A0A0C3AJG5,9,284
PF20255,DUF6606,G1XFJ6,90,359
PF20255,DUF6606,W7I653,541,808
PF20255,DUF6606,S8BIF6,104,373
PF20255,DUF6606,G1X9T6,15,280
PF20255,DUF6606,G1XI13,22,284
PF20255,DUF6606,K1X867,7,259
PF20255,DUF6606,A0A0D2DLW2,10,296
PF20255,DUF6606,W9C7Q9,10,277
PF20255,DUF6606,U1GY47,8,276
PF20255,DUF6606,A0A194XK36,5,262
PF20255,DUF6606,A0A1E1KF89,19,256
PF20255,DUF6606,W9CNZ2,10,278
PF20255,DUF6606,A0A074WSC7,5,272
PF20255,DUF6606,A0A074XNQ6,16,282
PF20255,DUF6606,A0A151ZF43,704,968
PF20255,DUF6606,A0A1R2CZW0,18,284
PF20255,DUF6606,A0A1R2CD69,17,289
PF20255,DUF6606,A0A163FIW3,12,286
PF20255,DUF6606,A0A0U1M4I8,15,289
PF20255,DUF6606,G1X104,14,287
PF20255,DUF6606,A0A194XWF6,12,285
PF20255,DUF6606,A0A1V1T2N5,15,288
PF20255,DUF6606,A0A0F7ZQX7,7,282
PF20255,DUF6606,S3BV10,7,281
PF20255,DUF6606,A0A167SPP3,7,281
PF20255,DUF6606,G3JNZ1,12,283
PF20255,DUF6606,D4ANA8,18,292
PF20255,DUF6606,A0A1S8B9R4,14,288
PF20255,DUF6606,G2Y4V3,11,277
PF20255,DUF6606,B2B3H7,5,285
PF20255,DUF6606,C7ZL36,26,300
PF20255,DUF6606,W9WT24,12,274
PF20255,DUF6606,A0A0D1VRS5,9,283
PF20255,DUF6606,A0A0B1PDA0,10,303
PF20255,DUF6606,N1JN28,12,287
PF20255,DUF6606,A0A1V6X571,11,254
